"age","job","civil","edu","credit","hloan","ploan","ctype","month","day","ccontact","lcdays","pcontact","presult","employment","cprice","cconf","euri3","employees","outcome"
27,"artisan","single","9K","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
41,"artisan","married","4K","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"artisan","married","9K","unknown","yes","no","telephone","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
54,"entrepreneur","married","apprenticeship","no","yes","yes","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"artisan","single","apprenticeship","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,93.876,-40,0.668,5008.7,"no"
25,"student","single","unknown","unknown","yes","no","cellular","aug","fri",1,999,1,"failure",-2.9,92.201,-31.4,0.825,5076.2,"no"
42,"management","married","12K","no","no","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
36,"services","divorced","9K","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
45,"admin.","married","university","unknown","yes","no","telephone","may","tue",6,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"technician","married","university","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
38,"admin.","single","apprenticeship","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"artisan","married","4K","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
44,"admin.","married","9K","unknown","no","no","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
37,"services","single","9K","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
39,"artisan","single","9K","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
57,"admin.","married","university","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
34,"technician","married","apprenticeship","unknown","yes","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"admin.","married","unknown","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
52,"admin.","married","12K","no","yes","no","cellular","apr","thu",2,999,1,"failure",-1.8,93.075,-47.1,1.435,5099.1,"no"
23,"technician","single","12K","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
57,"technician","married","4K","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"admin.","married","university","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
46,"technician","married","apprenticeship","no","no","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
43,"artisan","single","4K","unknown","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
38,"management","divorced","university","no","no","no","cellular","nov","mon",2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
53,"admin.","single","6K","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"selfemployed","unknown","university","no","no","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
28,"services","married","12K","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
25,"artisan","single","9K","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
56,"services","divorced","12K","unknown","no","no","telephone","may","thu",5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
56,"technician","married","university","unknown","no","no","cellular","jul","mon",19,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
33,"services","single","12K","no","yes","no","telephone","jun","thu",5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"housemaid","single","apprenticeship","unknown","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
48,"admin.","divorced","university","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
45,"selfemployed","divorced","university","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
24,"artisan","married","9K","no","yes","no","cellular","oct","fri",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.72,5017.5,"no"
33,"artisan","married","9K","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
38,"admin.","married","12K","unknown","no","no","telephone","apr","mon",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
48,"housemaid","married","4K","unknown","no","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
28,"entrepreneur","married","9K","unknown","no","no","cellular","may","fri",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
50,"selfemployed","married","4K","unknown","unknown","unknown","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
29,"admin.","married","university","no","yes","yes","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
38,"artisan","married","6K","no","no","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
18,"student","single","unknown","no","yes","yes","telephone","aug","wed",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.9,4991.6,"no"
31,"unemployed","married","9K","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
34,"artisan","married","9K","no","yes","no","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
38,"admin.","married","university","no","yes","no","telephone","jun","tue",9,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"admin.","single","12K","no","yes","no","telephone","may","mon",5,12,1,"success",-1.8,92.893,-46.2,1.244,5099.1,"no"
35,"technician","divorced","unknown","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
77,"retired","divorced","apprenticeship","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,"no"
29,"artisan","single","9K","unknown","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
46,"management","married","university","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
21,"student","single","12K","no","yes","yes","cellular","jun","wed",2,999,0,"nonexistent",-1.7,94.055,-39.8,0.767,4991.6,"yes"
43,"management","married","university","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"no"
43,"admin.","married","9K","unknown","no","no","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
31,"technician","married","university","no","no","no","cellular","oct","tue",2,12,3,"failure",-1.1,94.601,-49.5,0.982,4963.6,"no"
39,"student","single","unknown","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
44,"technician","single","university","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
32,"services","single","12K","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
43,"selfemployed","single","12K","unknown","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
48,"services","married","12K","no","no","no","telephone","sep","tue",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.881,4963.6,"no"
28,"artisan","single","6K","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
36,"artisan","married","9K","no","yes","yes","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
52,"selfemployed","divorced","9K","no","yes","no","cellular","nov","thu",5,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
34,"services","single","12K","no","yes","no","cellular","may","thu",3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
37,"admin.","married","12K","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"admin.","single","university","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
48,"technician","divorced","apprenticeship","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
36,"selfemployed","single","apprenticeship","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"technician","single","apprenticeship","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"artisan","married","9K","no","yes","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
42,"services","married","12K","no","yes","yes","telephone","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
37,"artisan","married","9K","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
41,"artisan","married","9K","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
51,"artisan","married","9K","unknown","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
27,"admin.","married","12K","unknown","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
35,"admin.","single","university","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
31,"services","divorced","12K","no","yes","yes","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
31,"artisan","single","9K","no","yes","no","telephone","sep","mon",1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no"
31,"artisan","married","9K","no","no","no","telephone","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
64,"unknown","married","unknown","no","yes","no","telephone","aug","fri",4,999,0,"nonexistent",-1.7,94.027,-38.3,0.905,4991.6,"yes"
33,"management","married","university","no","yes","no","cellular","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
41,"artisan","married","4K","unknown","yes","no","cellular","apr","fri",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"admin.","single","12K","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
41,"admin.","married","9K","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"artisan","married","6K","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
59,"retired","married","apprenticeship","unknown","yes","no","telephone","jun","wed",8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
56,"management","married","9K","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
59,"retired","married","apprenticeship","no","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
32,"admin.","single","university","no","unknown","unknown","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
40,"technician","married","9K","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"admin.","married","university","no","yes","no","cellular","nov","tue",1,3,3,"success",-3.4,92.649,-30.1,0.715,5017.5,"yes"
34,"admin.","married","apprenticeship","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"unknown","married","unknown","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
33,"admin.","single","12K","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"technician","single","12K","no","yes","yes","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
29,"artisan","divorced","9K","no","yes","no","cellular","may","wed",4,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
38,"admin.","single","9K","unknown","yes","no","telephone","jun","wed",5,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
24,"admin.","single","12K","no","yes","yes","cellular","mar","wed",1,999,0,"nonexistent",-1.8,92.843,-50,1.602,5099.1,"yes"
34,"admin.","single","6K","no","no","no","cellular","may","thu",11,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
27,"admin.","married","12K","no","yes","yes","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
32,"artisan","married","12K","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
49,"admin.","married","12K","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"technician","divorced","9K","no","no","no","telephone","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"artisan","single","9K","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
47,"services","divorced","12K","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"services","married","12K","unknown","yes","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"services","married","12K","no","unknown","unknown","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
36,"technician","married","university","no","yes","yes","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
30,"technician","single","university","no","yes","no","cellular","sep","fri",2,15,4,"failure",-1.1,94.199,-37.5,0.879,4963.6,"yes"
32,"entrepreneur","married","12K","no","yes","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
54,"management","married","university","no","yes","no","cellular","jun","wed",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
51,"artisan","married","9K","no","no","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"yes"
28,"technician","divorced","university","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
54,"management","married","university","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.264,5099.1,"yes"
31,"admin.","married","12K","unknown","yes","no","telephone","may","tue",13,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
57,"admin.","married","6K","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.259,5099.1,"no"
49,"unemployed","married","apprenticeship","no","no","no","cellular","jun","fri",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"no"
45,"artisan","married","6K","unknown","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"management","married","university","unknown","yes","yes","cellular","apr","tue",8,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"no"
53,"services","married","university","no","no","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
26,"student","single","9K","no","yes","no","cellular","mar","mon",2,999,0,"nonexistent",-1.8,92.843,-50,1.811,5099.1,"yes"
31,"technician","married","university","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"artisan","married","9K","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
29,"technician","married","12K","unknown","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
31,"technician","single","12K","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
29,"student","single","unknown","no","no","no","telephone","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
49,"artisan","married","9K","unknown","no","yes","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
26,"admin.","single","university","no","yes","yes","cellular","may","tue",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
43,"artisan","married","unknown","unknown","no","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
56,"retired","married","9K","no","yes","yes","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
29,"admin.","single","university","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"technician","married","9K","no","yes","no","cellular","nov","wed",5,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
50,"artisan","married","9K","unknown","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
37,"technician","married","apprenticeship","no","yes","no","telephone","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
42,"artisan","married","4K","unknown","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
30,"services","married","9K","unknown","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
25,"artisan","married","6K","unknown","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
35,"selfemployed","single","university","no","no","yes","cellular","nov","wed",1,3,1,"success",-0.1,93.2,-42,4.12,5195.8,"no"
37,"entrepreneur","married","12K","unknown","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
30,"entrepreneur","married","12K","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"artisan","married","6K","unknown","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"yes"
36,"technician","married","university","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"services","married","12K","no","no","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"unemployed","married","6K","no","no","no","cellular","jun","thu",2,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"yes"
33,"technician","single","apprenticeship","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
26,"entrepreneur","married","unknown","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
40,"artisan","divorced","12K","unknown","no","no","telephone","may","thu",6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
25,"artisan","single","12K","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
38,"management","married","9K","unknown","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"yes"
54,"admin.","single","university","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"yes"
50,"admin.","married","6K","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
36,"management","married","university","no","yes","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
43,"admin.","single","university","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
57,"management","divorced","university","unknown","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"artisan","married","4K","no","no","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
27,"admin.","single","12K","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
35,"management","married","university","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
28,"technician","single","12K","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
57,"admin.","married","university","unknown","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
40,"artisan","married","4K","unknown","no","no","cellular","nov","thu",5,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
43,"artisan","married","6K","no","no","yes","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"technician","divorced","apprenticeship","no","yes","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
67,"retired","married","unknown","no","no","no","cellular","oct","thu",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"no"
48,"admin.","divorced","12K","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"admin.","single","12K","no","yes","yes","cellular","may","tue",4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
27,"admin.","single","university","no","no","no","cellular","may","mon",1,1,1,"success",-1.8,92.893,-46.2,1.299,5099.1,"no"
25,"admin.","single","12K","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
42,"technician","married","apprenticeship","no","yes","yes","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
47,"admin.","divorced","university","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"entrepreneur","married","university","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
36,"admin.","single","9K","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes"
35,"technician","married","apprenticeship","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
29,"artisan","married","4K","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
45,"technician","married","apprenticeship","unknown","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
53,"artisan","married","6K","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
41,"admin.","married","university","no","no","yes","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
50,"management","married","12K","unknown","no","no","telephone","jun","mon",17,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"management","married","9K","no","no","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
46,"services","married","12K","no","no","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
36,"artisan","married","12K","unknown","no","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
43,"artisan","single","apprenticeship","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
48,"entrepreneur","married","9K","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"services","married","12K","no","unknown","unknown","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
21,"services","single","12K","no","yes","yes","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
56,"services","married","12K","unknown","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
54,"management","married","6K","no","no","no","telephone","jun","wed",3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
44,"services","married","12K","unknown","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
31,"unemployed","married","university","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
50,"admin.","married","university","no","no","no","cellular","aug","tue",2,999,1,"failure",-2.9,92.201,-31.4,0.859,5076.2,"yes"
48,"admin.","married","university","no","yes","yes","cellular","aug","wed",1,0,3,"success",-1.7,94.027,-38.3,0.9,4991.6,"yes"
26,"selfemployed","single","university","no","yes","no","cellular","jun","wed",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.244,5076.2,"no"
37,"services","single","9K","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
37,"unemployed","unknown","university","no","no","no","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
50,"services","married","unknown","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
47,"admin.","married","university","no","yes","no","cellular","aug","tue",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
41,"artisan","single","9K","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
32,"artisan","single","9K","no","yes","no","telephone","jun","mon",17,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"services","married","9K","no","no","yes","telephone","jun","fri",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.224,5076.2,"no"
48,"technician","married","apprenticeship","no","no","no","cellular","jul","tue",1,999,1,"failure",-1.7,94.215,-40.3,0.876,4991.6,"no"
46,"artisan","married","4K","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
48,"selfemployed","married","9K","unknown","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
38,"unknown","divorced","12K","unknown","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"admin.","married","university","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
55,"retired","married","4K","unknown","no","yes","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
27,"admin.","married","12K","no","yes","yes","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
28,"services","married","12K","no","yes","no","cellular","nov","wed",3,999,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,"no"
